var,description
herbal2_st_mo_v2_3,Start Date Month
d14_body_st,
dc_ill_med4_dose_v2_3,Dosage
ae_og_19_v2_3___1,
s1_abdo_det_ncs,Abdomen - Abnormal NCS details
medication_dis_7_v2_3,Disease Indication
dc_pv_smell_6_v2_3,Day 6
dc_pv_swelling_comm_v2_3,"Comments, including stop date if symptom ongoing on day 6"
dc_ill_eyes_10_v2_3,Redness of the eyes Day 10
dc_ill_breath_1_v2_3,Shortness of breath Day 1
s6_sys,Systolic BP
ae_name_1_v2_3,Adverse event name
medication_dose_unit_18_v2_3,Unit Code
ae_name_16_v2_3,Adverse event name
med_stop_mo_9_v2_3,Stop Date - Month
d14_weak,
travelhist_country1_det_v2_3,Comments
dc_ill_med10_freq_v2_3,Frequency
dc_ill_throat_3_v2_3,Sore throat Day 3
allergen_vacc_v2_3,Previous allergic reaction to a vaccine
dc_ill_med1_dat_v2_3,Date taken
medication_dose_11_v2_3,Dose
med_start_day_3_v2_3,Start Date - Day
med_stop_day_30_v2_3,Stop Date - Day
pospcr_comments,Comments:
med_stop_date_20_v2_3,
ev_run,
med_stop_day_10_v2_3,Stop Date - Day
med_stop_date_29_v2_3,
med_ongoing_end_16_v2_3___1,
dc_pv_feverish_4_v2_3,Day 4
ev_serum___1,
medication_tmt_9_v2_3,Prophylaxis or Treatment
pv60_jointpains,
d56_othsamp_v3_2___1,
medication_dose_unit_28_v2_3,Unit Code
pospcr_chills_onset,Date of onset (chills):
sc_hiv_2___1,
medication_frequency_20_v2_3,Frequency
d7_diarr_st,
med_id_v2_3,<div class=\rich-text-field-label\><p>Screening ID or Participant ID</p></div>
sc_last_period_date_unk_v2_3___1,
dc_ill_med9_dat_v2_3,Date taken
e1_locked_date_r2,Locked date
d7_othsamp_sp,
dc_ill_temp_am_3_v2_3,"Temperature, morning Day 3"
s1_cv_det_cs,Cardiovascular - Abnormal CS details
ae_hlt_v3,HLT
med_start_day_31_v2_3,Start Date - Day
d28_crf_status,
icf_ad_sign_v1_0,15. Was a copy of the signed informed consent given to the participant? 
pospcr_weak,pospcr_weak
ae_yes_sae_18_v2_3___1,
pospcr_lrtd_level,Any evidence of significant LRTI (including one of the following list):
sc_vl_3___1,
icf_sc_ques_sp_v3_0,Specify any questions or concerns raised
med_stop_yr_35_v2_3,Stop Date - Year
dc_pv_weak_3_v2_3,Day 3
mh_locked_date,locked/confirmed clean date 
s6_swelling,Swelling
pospcr_data_sources_r2___9,
d56_run_v3_2,Runny nose
d28_neut_2b___1,
med_start_date_18_v2_3,
dc_pv_med5_freq_v2_3,Frequency
sc_elisa_1___1,
pv60_itch_2,
pospcr_fever_dur_r2,How long was the 'Fever (body temperature of ≥ 37.8°C)' symptom present (needs not be contiguous days)? 
pospcr_cough_qresol_r2,Is symptom (cough) resolution date known?
d14_fever,
prevac_ns_1___1,
medhist_gi_det_v2_3,Details
dc_ill_chill_4_v2_3,Chills Day 4
ae_related_25_v2_3,Relationship to Study Vaccine
dc_ill_body_5_v2_3,Body aches Day 5
med_stop_mo_17_v2_3,Stop Date - Month
s6_malaise,Malaise
medication_dose_unit_30_v2_3,Unit Code
d182_ns_2a_v3_2___1,
pv60_swelling,
dc_ill_naus_vom_9_v2_3,Nausea and/or vomitting Day 9
med_ongoing_end_20_v2_3___1,
d28_oth1_st,
s6_tim,Time
ae_soc_v3,SOC
medication_dis_34_v2_3,Disease Indication
d7_oth2,
exam_inject_v2_3,Injection site
pv60_warmth,
d42_throat_v3_2,Sore throat
pospcr_aguesia_resol,Date of symptom resolution (aguesia):
fu_sal_datetime2,
ev_ent_det_ncs,
icf_sc_trans_v3_0,8. Was a translator used?
s1_abdo,Abdomen
dc_ill_comm_v2_3,Capture comments
pospcr_sob_dur,How long was the 'Shortness of breath' symptom present (needs not be contiguous days)? 
d3_conmed,
ae_date_5_v2_3,Start Date
pospcr_other_datasource_r2,Please specify other:
d364_fever_v3_2,Fever
medication_dose_9_v2_3,Dose
dc_ill_chest_1_v2_3,Chest pain Day 1
ae_sev_1_v2_3,Severity
dc_ill_med9_dose_v2_3,Dosage
med_stop_day_33_v2_3,Stop Date - Day
d7_head_st,
dc_ill_oth1_sp_v2_3,
pospcr_aguesia,pospcr_aguesia
travelhist_country1_end_mo_v2_3,End Date - Month
ae_sae_34_v2_3,"If ticked, specify reason"
med_stop_day_34_v2_3,Stop Date - Day
ev_lymph,
dc_ill_temp_am_5_v2_3,"Temperature, morning Day 5"
dc_pv_med4_v2_3,Name of medication
pospcr_fever,pospcr_fever
medication_frequency_18_v2_3,Frequency
s6_oth_det_cs,Other - Abnormal CS details
med_start_mo_30_v2_3,Start Date - Month
medication_frequency_5_v2_3,Frequency
d42_throat_st_v3_2,Start date
dc_ill_cough_4_v2_3,Cough Day 4
dc_ill_fatigure_4_v2_3,Fatigue/weakness Day 4
dc_pv_bruis_5_v2_3,Day 5
medication_name_7_v2_3,Mediation Name or Therapy
ae_date_2_v2_3,Start Date
ae_sae_16_v2_3,"If ticked, specify reason"
icf_lit_v2_3,1. Is the participant literate? 
s6_vacc_route_sp,"If other, specify"
pospcr_myalgia_dur,How long was the 'Myalgia' symptom present (needs not be contiguous days)? 
ae_outcome_5_v2_3,Outcome
ae_sev_30_v2_3,Severity
d56_tim_v3_2,Time
medication_dis_2_v2_3,Disease Indication
d28_tim,
dc_ill_med9_v2_3,Name of medication
exam_abdo_det_ncs_v2_3,Abdomen - Abnormal NCS details
supplementary_visit_1_complete,
pospcr_spo2_qresol,Is symptom (spo2) resolution date known?
medication_dose_unit_8_v2_3,Unit Code
fu_sal_datetime9,
ev_locked_date,
icf_re_stor_vers_v3_0,Version
d14_taste,
dc_ill_diarr_2_v2_3,Diarrhoea Day 2
pospcr_aguesia_qresol_r2,Is symptom (aguesia) resolution date known?
dc_ill_chill_2_v2_3,Chills Day 2
ae_sev_6_v2_3,Severity
icf_stor_tim_v2_3,Time of consent
medhist_endo_met_v2_3,Endocrine
d182_nasal_v3_2,Nasal congestion
d56_eyes_st_v3_2,Start date
ae_sev_16_v2_3,Severity
d182_app_v3_2,Loss of appetite
icf_re_crf_status_v3_0,CRF Status
d56_resp_v3_2,Respiratory rate
ae_date_8_v2_3,Start Date
d3_crf_status,
d182_loc_v3_2,3. Where is this visit taking place?
medication_dose_unit_27_v2_3,Unit Code
d3_sae,
d364_ns_2b_v3_2___1,
med_start_date_24_v2_3,
dc_ill_fatigure_1_v2_3,Fatigue/weakness Day 1
d42_othsamp_tim_v3_2,Time
dc_pv_feverish_comm_v2_3,"Comments, including stop date if symptom ongoing on day 6"
s1_temp_2,Oral temperature
pospcr_symptoms_r2___9,
allergen1_det_3_v2_3,Details
dc_pv_temp_3_v2_3,Day 3
d42_chest_v3_2,Chest pain
s6_vacc_site,Site
conmeds5_st_yr_v2_3,Start Date Year
med_start_day_29_v2_3,Start Date - Day
icf_re_tim_v3_0,Time of consent
fu_res1,
medication_dis_6_v2_3,Disease Indication
conmed_listing_v2_3_complete,
ae_sdate_35_v2_3,Stop Date
dc_pv_feverish_5_v2_3,Day 5
pospcr_date,Date of review:
ev_throat_st,
vs_un_weight_v2_3,Weight
med_stop_yr_9_v2_3,Stop Date - Year
exam_skin_det_ncs_v2_3,Skin - Abnormal NCS details
ev_lymph_det_ncs,
pospcr_weak_r2,pospcr_weak
s1_preg_res,Urine pregnancy test result
dc_ill_oth1_4_v2_3,Other 1 Day 4
icf_tim_v2_3,Time of consent
primary_endpoint_r2,Primary outcome:
ae_name_7_v2_3,Adverse event name
prevac_bp_sys,
dc_pv_swelling_med_v2_3,Medication
pospcr_headache,pospcr_headache
dc_ill_cough_5_v2_3,Cough Day 5
prevac_sal_1___1,
d14_throat,
ae_og_21_v2_3___1,
d364_eyes_st_v3_2,Start date
medication_dose_unit_22_v2_3,Unit Code
any_pcr_positive,Any PCR positive outcome
ae_sae_24_v2_3,"If ticked, specify reason"
ae_sae_5_v2_3,"If ticked, specify reason"
pospcr_lrtd_onset,Date of onset (radiographic findings consistent with LRTD):
med_start_date_22_v2_3,
ae_date_17_v2_3,Start Date
scr_crf_status,
s6_skin_det_ncs,Skin - Abnormal NCS details
medication_tmt_34_v2_3,Prophylaxis or Treatment
s6_cv,Cardiovascular
pospcr_naus_vom_r2,pospcr_naus_vom
pcr_asymptomatic_r2,Asymptomatic outcome
ae_sae_23_v2_3,"If ticked, specify reason"
dc_pv_tenderness_5_v2_3,Day 5
dc_pv_med3_dose_v2_3,Dosage
d42_serum_2b_v3_2___1,
dc_pv_med6_dat_v2_3,Date taken
d28_neut_2a___1,
medication_dose_15_v2_3,Dose
d364_throat_st_v3_2,Start date
d42_oth2_sp_v3_2,Other: Specify
ae_hlgt_v3,HLGT
ae_og_29_v2_3___1,
medication_dose_28_v2_3,Dose
dc_ill_eyes_2_v2_3,Redness of the eyes Day 2
pospcr_cough_onset,Date of onset (cough):
s1_gen,General
med_start_date_7_v2_3,
medication_dis_8_v2_3,Disease Indication
ae_sae_22_v2_3,"If ticked, specify reason"
med_start_mo_12_v2_3,Start Date - Month
d14_smell,
ev_tim,
icf_ques_v2_3,5. Was the opportunity for questions given?
medication_tmt_7_v2_3,Prophylaxis or Treatment
pospcr_aguesia_resol_r2,Date of symptom resolution (aguesia):
vacc_route_sp_2,
sc_elisa_2___1,
med_stop_yr_1_v2_3,Stop Date - Year
medication_route_17_v2_3,Route Code
med_start_date_32_v2_3,
med_start_yr_12_v2_3,Start Date - Year
mh_llt,LLT
d7_oth1,
conmeds4_v2_3,3. GENERIC NAME
med_start_mo_2_v2_3,Start Date - Month
pospcr_data_sources_r2___8,
medication_dis_21_v2_3,Disease Indication
d14_cough_st,
s6_resp,Respiratory rate
dc_pv_weak_med_v2_3,Medication
ae_outcome_19_v2_3,Outcome
icf_wit_sign_v2_3,"If yes, did witness sign ICF?"
d182_ns_2a_tim_v3_2,Time
dc_pv_rigor_0_v2_3,Day 0
ae_yes_sae_9_v2_3___1,
ev_app,
excl1,
exam_inject_det_cs_v2_3,Injection site - Abnormal CS details
sx_pax___1,
d3_weak,
dc_pv_sweat_comm_v2_3,"Comments, including stop date if symptom ongoing on day 6"
conmeds5_st_day_v2_3,Start Date - Day
pv60_pulse,
medco_resp_opt_v2_3___4,
d42_smell_v3_2,Loss of sense of smell
d7_dat,
ae_og_17_v2_3___1,
d42_locked_date_v3_2,Locked date
ae_sev_34_v2_3,Severity
pospcr_condition_r2___7,
dc_pv_hard_5_v2_3,Day 5
d56_smell_st_v3_2,Start date
medication_dis_35_v2_3,Disease Indication
medication_tmt_10_v2_3,Prophylaxis or Treatment
dc_pv_smell_comm_v2_3,"Comments, including stop date if symptom ongoing on day 6"
icf_ad_tel_vers_v1_0,
d364_neut_2a_v3_2___1,
dc_pv_itch_6_v2_3,Day 6
dc_ill_diarr_10_v2_3,Diarrhoea Day 10
d3_pulse,
dc_pv_head_0_v2_3,Day 0
med_stop_day_5_v2_3,Stop Date - Day
ae_sae_35_v2_3,"If ticked, specify reason"
medication_dose_22_v2_3,Dose
dc_ill_temp_am_7_v2_3,"Temperature, morning Day 7"
vs_un_temp_v2_3,Oral temperature
med_start_date_31_v2_3,
d364_smell_v3_2,Loss of sense of smell
dc_ill_temp_pm_4_v2_3,"Temperature, afternoon Day 4"
dc_pv_swelling_visit_v2_3,Medical visit
exam_abdo_v2_3,Abdomen
medication_dis_19_v2_3,Disease Indication
non_primary_symptomatic,Non-primary symptomatic outcome:
exam_lymph_det_cs_v2_3,Lymphatic - Abnormal CS details
dc_ill_cough_8_v2_3,Cough Day 8
exam_lymph_v2_3,Lymphatic
dc_ill_fatigure_8_v2_3,Fatigue/weakness Day 8
medhist_surgery_det2_v2_3,2. Details
med_start_day_35_v2_3,Start Date - Day
pv60_tim_2,
icf_re_oth_copy_v3_0,Was a copy of the main informed consent form given to the participant?
exam_oth_sp_v2_3,Other System
d28_serum_2a_tim,
dc_ill_diarr_3_v2_3,Diarrhoea Day 3
medication_frequency_12_v2_3,Frequency
d182_chest_st_v3_2,Start date
dc_pv_smell_4_v2_3,Day 4
d364_naus_vom_st_v3_2,Start date
fu_ser_datetime1,
d42_fever_v3_2,Fever
pospcr_anosmia_r2,pospcr_anosmia
d7_oth1_sp,
d42_ns_2b_v3_2___1,
d3_pax___1,
ev_breath.1,
sc_ns_2_tim,
d364_sys_v3_2,Systolic BP
d42_cough_v3_2,Cough
ae_sev_23_v2_3,Severity
pv60_tenderness,
pospcr_symptoms___12,
med_stop_yr_4_v2_3,Stop Date - Year
dc_ill_oth1_1_v2_3,Other 1 Day 1
dc_ill_med11_dat_v2_3,Date taken
dc_pv_sweat_med_v2_3,Medication
dc_pv_tenderness_3_v2_3,Day 3
ev_throat,
d3_swelling_comment,
incl4,
eos_withdrawl_other_v2_3,"If other, reason:"
d3_oth1_st,
ev_inject0_st,
med_start_mo_26_v2_3,Start Date - Month
ev_head_st,
pv60_chills_2,
randomisation_date_time_r2,Date and time of vaccination
icf_ad_ques_sp_v1_0,Specify any questions or concerns raised: 
d28_weak_st,
med_start_date_30_v2_3,
d28_oth2,
cm_level_3,Level 3
medication_tmt_31_v2_3,Prophylaxis or Treatment
ae_date_6_v2_3,Start Date
social_recdrugs_v2_3,Recreational drug use?
pospcr_symptoms___16,
herbal3_st_day_v2_3,Start Date - Day
ae_outcome_8_v2_3,Outcome
d364_chest_v3_2,Chest pain
pv60_dia_2,
medication_name_31_v2_3,Mediation Name or Therapy
medication_tmt_20_v2_3,Prophylaxis or Treatment
icf_sc_hiv_couns_v3_0,Counselling performed by
medication_tmt_19_v2_3,Prophylaxis or Treatment
dc_pv_rigor_4_v2_3,Day 4
icf_vc_assess_v3_0,6. Was the assessment of understanding questionnaire completed and a score of at least 8/10 obtained within 2 attempts?
medication_tmt_13_v2_3,Prophylaxis or Treatment
dc_pv_muscle_comm_v2_3,"Comments, including stop date if symptom ongoing on day 6"
pospcr_symptoms___3,
s1_sys,Systolic BP
med_stop_yr_19_v2_3,Stop Date - Year
conmeds1_st_day_v2_3,Start Date - Day
ae_num_v3,AE Instance
excl16,
d364_ns_1_tim_v3_2,Time
herbal2_v2_3,2.  NAME
ae_name_8_v2_3,Adverse event name
d28_serum_2b___1,
s1_headache,Headache
dc_ill_taste_10_v2_3,Loss of sense of taste Day 10
d56_head_st_v3_2,Start date
vacc_site_2,
ae_sev_32_v2_3,Severity
ae_outcome_23_v2_3,Outcome
med_stop_date_9_v2_3,
d182_head_st_v3_2,Start date
d7_othsamp___1,
d364_fever_st_v3_2,Start date
medication_dose_unit_23_v2_3,Unit Code
ae_related_2_v2_3,Relationship to Study Vaccine
pospcr_cough_onset_r2,Date of onset (cough):
ae_name_17_v2_3,Adverse event name
fu_res1_oth,
d42_tim_v3_2,Time
d14_ns_2a___1,
d7_weak_st,
dc_ill_med8_freq_v2_3,Frequency
sc_race_v2_3,Race:
medco_resp_opt_v2_3___2,
travelhist_country2_start_mo_v2_3,Start Date - Month
exam_lymph_det_ncs_v2_3,Lymphatic - Abnormal NCS details
demographic_and_contact_information_v2_3_complete,
med_start_day_22_v2_3,Start Date - Day
sc_bp_sys_v2_3,Systolic BP
eos_death_cause_othersig_v2_3,Cause of death:
d3_othsamp___1,
dc_pv_rigor_3_v2_3,Day 3
d28_family_id5,
pospcr_tired_onset,Date of onset (Tiredness (or fatigue or weakness)):
d42_nasal_v3_2,Nasal congestion
exam_cv_v2_3,Cardiovascular
med_stop_mo_34_v2_3,Stop Date - Month
medication_frequency_25_v2_3,Frequency
d28_rapid_st,
vacc_route_2,
d14_weak_st,
s1_skin,Skin
s1_tenderness,Tenderness
pospcr_nasal,pospcr_nasal
dc_ill_body_7_v2_3,Body aches Day 7
dc_ill_naus_vom_7_v2_3,Nausea and/or vomitting Day 7
ev_inject,
icf_re_stor_tim_v3_0,Time of consent
ae_name_31_v2_3,Adverse event name
medication_dose_unit_16_v2_3,Unit Code
pospcr_spo2_r2,pospcr_spo2
d56_weak_v3_2,Fatigue/Weakness
dem_crf_status_v2_3,CRF Status
dc_pv_muscle_2_v2_3,Day 2
ae_name_14_v2_3,Adverse event name
e1_locked_date_r1,Locked date
d14_oth1,
s1_fatigue,Fatigue/Weakness
d3_chest,
pospcr_lrtd_qresol_r2,Is symptom (radiographic findings consistent with LRTD) resolution date known?
d7_oxy,
ev_inject0,
dc_pv_temp_med_v2_3,Medication
med_start_date_16_v2_3,
med_start_date_20_v2_3,
d364_head_v3_2,Headache
s1_lymph,Lymphatic
ae_yes_sae_17_v2_3___1,
s1_sys_2,Systolic BP
dc_ill_adm_2_v2_3,Admission Day 2
icf_ad_tel_ques_sp_v1_0,Specify any questions or concerns raised: 
ae_sae_29_v2_3,"If ticked, specify reason"
d56_dia_v3_2,Diastolic BP
s1_swelling,Swelling
pospcr_other_dur,How long was the 'Other' symptom present (needs not be contiguous days)? 
d7_locked_date,
ae_sdate_34_v2_3,Stop Date
travelhist_country1_start_yr_v2_3,Start Date - Year
exam_ent_v2_3,ENT
pospcr_condition___3,
d3_dia,
pospcr_throat_resol_r2,Date of symptom resolution (sore throat):
medhist_autoimm_det_v2_3,Details
ev_gen_det_ncs,
sc_gender_v2_3,Gender
d7_induration_comment,
dc_ill_med6_dose_v2_3,Dosage
icf_und_v2_3,"4. Does the participant understand the study, study procedures and what is expected of them? "
dc_ill_chill_9_v2_3,Chills Day 9
pospcr_spo2_onset,Date of onset (spo2):
medication_frequency_14_v2_3,Frequency
d56_crf_status_v3_2,CRF Status
icf_sc_stor_dat_v3_0,Date of consent
dc_ill_temp_am_2_v2_3,"Temperature, morning Day 2"
medhist_family_det3_v2_3,3. Details
pospcr_myalgia_qresol,Is symptom (myalgia) resolution date known?
d364_app_v3_2,Loss of appetite
medical_history_meddra_codes_complete,
ev_gen_det_cs,
excl23,
sx_ns___1,
d28_taste,
d14_chest,
s6_inject_det_cs,Injection site - Abnormal CS details
s1_serum_tim,Time
med_stop_date_32_v2_3,
d28_smell,
sc_hba1c_1___1,
pospcr_spo2_resol_r2,Date of symptom resolution (spo2):
med_start_mo_1_v2_3,Start Date - Month
medication_route_23_v2_3,Route Code
d14_oth2_sp,
ev_chills_st,
vs_un_scr_tim_v2_3,Time
medication_dose_unit_2_v2_3,Unit Code
icf_re_main_date_v3_0,Date
dc_pv_joint_4_v2_3,Day 4
dc_ill_med6_freq_v2_3,Frequency
medco_resp_opt_v2_3___1,
med_stop_date_13_v2_3,
medco_cv_opt_v2_3___7,
medication_name_25_v2_3,Mediation Name or Therapy
pospcr_nasal_dur,How long was the 'Nasal congestion' symptom present (needs not be contiguous days)? 
med_stop_date_3_v2_3,
med_stop_yr_16_v2_3,Stop Date - Year
d364_taste_v3_2,Loss of sense of taste
pospcr_hospitalised_r2,Was participant Hospitalised?
pospcr_fever_qresol,Is symptom (fever) resolution date known?
d182_run_v3_2,Runny nose
dc_pv_breath_3_v2_3,Day 3
d28_conmed,
d7_taste_st,
d14_nasal_st,
medication_name_34_v2_3,Mediation Name or Therapy
pospcr_nose_dur_r2,How long was the 'Runny nose' symptom present (needs not be contiguous days)? 
d364_chills_st_v3_2,Start date
med_ongoing_end_32_v2_3___1,
eos_death_date_official_v2_3,Date of death:
icf_re_wit_sign_v3_0,"      If yes, did witness sign ICF?"
icf_sc_hiv_vers_v3_0,Version
icf_stor_oth_v2_3,Other version of ICF
med_stop_day_7_v2_3,Stop Date - Day
d3_naus_vom_st,
med_stop_date_28_v2_3,
d7_reglymph_comment,
icf_ad_tel_dat2_v1_0,9. Date of telephonic consent
ev_naus_vom,
dc_ill_crf_status_v2_3,CRF Status
icf_re_both_v3_0,12. Was a copy of both signed ICF's placed in the participant file?
med_ongoing_end_5_v2_3___1,
medication_dose_30_v2_3,Dose
pospcr_adjud_date,Date of review:
medication_dis_28_v2_3,Disease Indication
medication_dis_17_v2_3,Disease Indication
pospcr_nose_dur,How long was the 'Runny nose' symptom present (needs not be contiguous days)? 
medhist_surgery_det3_v2_3,3. Details
medication_frequency_16_v2_3,Frequency
d7_oth1_st,
ae_og_23_v2_3___1,
pv60_induration,
ur_protein_v2_3,Protein
d3_head,
d364_oth2_st_v3_2,Start date
dc_ill_breath_6_v2_3,Shortness of breath Day 6
vacc_tim,
medication_dose_unit_24_v2_3,Unit Code
s6_oth_det_ncs,Other - Abnormal NCS details
ev_sys,
d7_run,
ae_outcome_11_v2_3,Outcome
d7_dia,
pospcr_data_sources___3,
icf_re_locked_date_v3_0,Locked date 
ev_chest,
d42_head_v3_2,Headache
conmeds6_st_day_v2_3,Start Date - Day
pospcr_symptoms___19,
dc_ill_med8_dat_v2_3,Date taken
ae_yes_sae_23_v2_3___1,
ae_og_11_v2_3___1,
dc_ill_oth1_2_v2_3,Other 1 Day 2
s1_ns___1,
d7_tim,
dc_ill_smell_8_v2_3,Loss of sense of smell Day 8
med_stop_date_11_v2_3,
ae_name_34_v2_3,Adverse event name
d42_taste_v3_2,Loss of sense of taste
d56_body_st_v3_2,Start date
ae_og_26_v2_3___1,
excl22,
pospcr_spo2_qresol_r2,Is symptom (spo2) resolution date known?
s1_lymph_det_ncs,Lymphatic - Abnormal NCS details
dc_ill_oth1_6_v2_3,Other 1 Day 6
icf_sc_und_v3_0,"4. Does the participant understand the study, study procedures and what is expected of them? "
med_stop_mo_10_v2_3,Stop Date - Month
ae_date_23_v2_3,Start Date
med_start_day_25_v2_3,Start Date - Day
d42_head_st_v3_2,Start date
pv60_sys_2,
d42_weak_v3_2,Fatigue/Weakness
pospcr_cough_resol,Date of symptom resolution (cough):
day_56_post_vaccination_v3_2_complete,
ev_weak,
ev_taste,
medication_tmt_11_v2_3,Prophylaxis or Treatment
d364_neut_1_v3_2___1,
dc_pv_locked_date_v2_3,Locked date
d14_oth1_sp,
pospcr_aguesia_r2,pospcr_aguesia
medhist_gi_v2_3,Gastro-intestinal
icf_re_oth_comm_v3_0,Comments
s6_fatigue,Fatigue/Weakness
s6_tenderness,Tenderness
s1_complain,"7. Current complaints: if any COVID-related symptoms are reported, complete illness visit source and collect samples as per illness visit."
ev_smell_st,
travelhist_country1_oth_v2_3,Country/Province
sx_dia,Diastolic BP
d182_dia_v3_2,Diastolic BP
medication_name_10_v2_3,Mediation Name or Therapy
d56_fbc_13_v3_2___1,
icf_vc_dat_v3_0,Date of main consent
d42_nasal_st_v3_2,Start date
d7_lft_13___1,
ae_og_31_v2_3___1,
pospcr_myalgia_resol_r2,Date of symptom resolution (myalgia):
d42_serum_2b_tim_v3_2,Time
pospcr_symptoms_r2___1,
medication_name_29_v2_3,Mediation Name or Therapy
med_start_day_1_v2_3,Start Date - Day
medication_dose_unit_32_v2_3,Unit Code
d7_fever,
prevac_pax_1___1,
ae_sdate_1_v2_3,Stop Date
med_ongoing_end_3_v2_3___1,
icf_stor_copy_v2_3,14. Was a copy of the sample storage form given to the participant?
medco_cv_opt_v2_3___2,
med_stop_day_28_v2_3,Stop Date - Day
d364_ns_2a_tim_v3_2,Time
icf_sc_hiv_oth_sp_v3_0,Other version of ICF
ae_sev_33_v2_3,Severity
dc_pv_sweat_6_v2_3,Day 6
d14_naus_vom_st,
medco_cv_opt_v2_3___4,
d3_fever_st,
med_stop_day_35_v2_3,Stop Date - Day
med_stop_mo_8_v2_3,Stop Date - Month
med_stop_date_10_v2_3,
ev_run.1,
conmeds1_st_yr_v2_3,Start Date Year
prevac_ns_1_tim,
ae_sdate_12_v2_3,Stop Date
ae_og_8_v2_3___1,
dc_ill_med8_dose_v2_3,Dosage
d14_othsamp_sp,
ae_sdate_29_v2_3,Stop Date
travelhist_country2_end_yr_v2_3,End Date - Year
fu_vs_datetime3,
medication_dose_8_v2_3,Dose
pospcr_norb_onset_r2,Date of onset (New onset rapid breathing):
s1_oxy,Oxygen saturation
conmeds6_st_mo_v2_3,Start Date Month
pv60_jointpains_2,
medication_dose_19_v2_3,Dose
d14_serum_2a_tim,
d56_breath_v3_2,Shortness of breath
ur_glucose_v2_3,Glucose
s1_ent_det_cs,ENT - Abnormal CS details
s1_vacc_tim,Time of vaccination
med_start_mo_23_v2_3,Start Date - Month
ae_name_22_v2_3,Adverse event name
icf_ad_tel_na_v1_0___1,
med_stop_date_24_v2_3,
medco_diabetes___1,
ae_outcome_2_v2_3,Outcome
ae_related_24_v2_3,Relationship to Study Vaccine
d182_body_st_v3_2,Start date
dc_ill_naus_vom_6_v2_3,Nausea and/or vomitting Day 6
med_stop_day_15_v2_3,Stop Date - Day
d42_loc_v3_2,3. Where is this visit taking place?
non_primary_symptomatic_r2,Non-primary symptomatic outcome:
dc_ill_temp_pm_7_v2_3,"Temperature, afternoon Day 7"
s1_skin_det_cs,Skin - Abnormal CS details
med_stop_day_19_v2_3,Stop Date - Day
icf_sc_lang_v3_0,7. Preferred language for signing ICF
ae_sdate_4_v2_3,Stop Date
ae_date_25_v2_3,Start Date
s1_warmth,Warmth
med_start_yr_4_v2_3,Start Date - Year
s1_inject_det_ncs,Injection site - Abnormal NCS details
prevac_hla_1___1,
d14_eyes_st,
dc_ill_cough_2_v2_3,Cough Day 2
vital_signs_screening_visit_v2_3_complete,
excl7,
d3_tim,
eos_death_certificate_v2_3,Death certificate available?
icf_re_stor_v3_0,10. Did the participant give permission for samples storage for future use?
s1_fever,Feverish
pospcr_condition___0,
med_start_mo_32_v2_3,Start Date - Month
pospcr_data_sources___7,
d182_diarr_st_v3_2,Start date
d28_throat,
sx_dat,Date:
dc_pv_taste_4_v2_3,Day 4
med_ongoing_end_28_v2_3___1,
d42_diarr_v3_2,Diarrhoea
pospcr_lrtd_dur,How long was the 'Radiographic findings consistent with LRTD' symptom present (needs not be contiguous days)? 
d42_oth2_st_v3_2,Start date
med_start_yr_19_v2_3,Start Date - Year
dc_ill_smell_10_v2_3,Loss of sense of smell Day 10
vs_un_pulse_v2_3,Pulse rate
ev_oth3_sp,
dc_pv_redness_visit_v2_3,Medical visit
med_start_yr_32_v2_3,Start Date - Year
med_stop_yr_2_v2_3,Stop Date - Year
d182_tim_v3_2,Time
med_stop_day_4_v2_3,Stop Date - Day
pospcr_cough,pospcr_cough
icf_copy_v2_3,10. Was a copy of the main informed consent form given to the participant?
ae_related_23_v2_3,Relationship to Study Vaccine
d14_dat,
ae_sev_15_v2_3,Severity
med_start_yr_26_v2_3,Start Date - Year
d56_cough_st_v3_2,Start date
d7_sys,
medication_route_3_v2_3,Route Code
d28_cough,
ae_sae_1_v2_3,"If ticked, specify reason"
icf_vc_locked_date_v3_0,Locked date 
ae_related_16_v2_3,Relationship to Study Vaccine
med_start_yr_20_v2_3,Start Date - Year
ae_name_6_v2_3,Adverse event name
ae_pt_v3,PT
d14_chills_st,
dc_ill_cough_3_v2_3,Cough Day 3
pospcr_symptoms___18,
pospcr_condition___2,
s6_pulse,Pulse rate
analysis_inclusion,Analysis inclusion based on start date of event:
ae_sae_32_v2_3,"If ticked, specify reason"
dc_pv_cough_6_v2_3,Day 6
herbal3_st_mo_v2_3,Start Date Month
medhist_resp_v2_3,Respiratory
medication_route_28_v2_3,Route Code
medication_dis_31_v2_3,Disease Indication
dc_pv_weak_visit_v2_3,Medical visit
d3_resp,
dc_pv_breath_visit_v2_3,Medical visit
dc_ill_throat_4_v2_3,Sore throat Day 4
dc_ill_adm_3_v2_3,Admission Day 3
med_ongoing_end_19_v2_3___1,
pospcr_fever_onset,Date of onset (fever):
sc_hba1c_3___1,
prevac_serum_1___1,
vacc_date_2_r2,Second vaccination date
travelhist_country3_oth_v2_3,Country/Province
medication_dis_15_v2_3,Disease Indication
vacc_tim_2,
ae_outcome_3_v2_3,Outcome
dc_pv_cough_comm_v2_3,"Comments, including stop date if symptom ongoing on day 6"
d14_eyes,
d182_breath_v3_2,Shortness of breath
medication_route_9_v2_3,Route Code
